area_era_m2,id_building,temperature_cooling_supply_C,temperature_cooling_return_C,temperature_heating_supply_C,temperature_heating_return_C,area_facade_m2,area_roof_solar_m2,temperature_interior_C,ratio,status,id_class,solar_gain_factor_signature_m2,thermal_specific_capacity_Wh_m2_K,thermal_transmittance_signature_kW_m2_K
1720.0,62,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0015276378877579287
1720.0,63,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0014526573518990663
1720.0,64,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001363797693773056
1146.6666666666667,65,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020827527508237797
1146.6666666666667,66,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002106743559679206
1146.6666666666667,67,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002007522577840505
1146.6666666666667,68,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0022262959068351292
1146.6666666666667,69,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002091852224757243
1146.6666666666667,70,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0022015045620619833
1146.6666666666667,71,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002213127911656742
1146.6666666666667,72,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002041843138194075
1146.6666666666667,73,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002143043538197204
1146.6666666666667,74,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020687129131209004
1146.6666666666667,75,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020132790819578136
1146.6666666666667,76,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0021687962043005294
1146.6666666666667,77,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002174017870905105
1146.6666666666667,78,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0019877488435036212
1146.6666666666667,79,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001893119879672626
1146.6666666666667,80,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002353058155344994
1146.6666666666667,81,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002078951516243902
1146.6666666666667,82,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002188864713494685
1146.6666666666667,83,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002089808061665933
1146.6666666666667,84,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002071652196981852
1146.6666666666667,85,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002209256183722069
1146.6666666666667,86,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002069754406014984
1146.6666666666667,87,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020832532465685657
1146.6666666666667,88,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002129369298478355
1146.6666666666667,89,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020818490764182894
1146.6666666666667,90,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0022181369410893713
1146.6666666666667,91,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0021513016180991773
1146.6666666666667,92,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020680828674132412
1146.6666666666667,93,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0018191272621736888
1146.6666666666667,94,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002291456831636893
1146.6666666666667,95,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0021789860278485992
1146.6666666666667,96,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002045696540659584
860.0,97,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00277700366776504
860.0,98,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0028089914129056075
860.0,99,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0026766967704540067
860.0,100,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002968394542446839
860.0,101,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0027891362996763248
860.0,102,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0029353394160826444
860.0,103,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0029508372155423223
860.0,104,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0027224575175920996
860.0,105,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002857391384262939
860.0,106,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0027582838841612002
860.0,107,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0026843721092770848
860.0,108,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002891728272400706
860.0,109,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00289869049454014
860.0,110,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002650331791338162
860.0,111,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002524159839563501
860.0,112,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0031374108737933252
860.0,113,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0027719353549918698
860.0,114,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00291848628465958
860.0,115,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0027864107488879105
860.0,116,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002762202929309136
860.0,117,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0029456749116294253
860.0,118,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002759672541353312
860.0,119,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002777670995424754
860.0,120,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0028391590646378068
860.0,121,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002775798768557719
860.0,122,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0029575159214524946
860.0,123,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00286840215746557
860.0,124,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0027574438232176547
860.0,125,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0024255030162315854
860.0,126,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0030552757755158574
860.0,127,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0029053147037981326
860.0,128,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002727595387546112
688.0,129,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0034712545847063
688.0,130,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0035112392661320094
688.0,131,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003345870963067508
688.0,132,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003710493178058549
688.0,133,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003486420374595406
688.0,134,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0036691742701033055
688.0,135,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0036885465194279026
688.0,136,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0034030718969901247
688.0,137,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003571739230328674
688.0,138,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0034478548552015
688.0,139,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003355465136596356
688.0,140,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003614660340500882
688.0,141,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0036233631181751755
688.0,142,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003312914739172702
688.0,143,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003155199799454376
688.0,144,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003921763592241657
688.0,145,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003464919193739837
688.0,146,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003648107855824475
688.0,147,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003483013436109888
688.0,148,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0034527536616364204
688.0,149,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003682093639536781
688.0,150,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00344959067669164
688.0,151,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003472088744280942
688.0,152,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0035489488307972584
688.0,153,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0034697484606971488
688.0,154,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003696894901815618
688.0,155,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0035855026968319628
688.0,156,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0034468047790220686
688.0,157,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003031878770289482
688.0,158,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003819094719394822
688.0,159,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0036316433797476655
688.0,160,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00340949423443264
1720.0,161,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.00138850183388252
1720.0,162,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014044957064528038
1720.0,163,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013383483852270033
1720.0,164,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014841972712234194
1720.0,165,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013945681498381624
1720.0,166,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014676697080413222
1720.0,167,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014754186077711611
1720.0,168,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013612287587960498
1720.0,169,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014286956921314696
1720.0,170,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013791419420806001
1720.0,171,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013421860546385424
1720.0,172,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001445864136200353
1720.0,173,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.00144934524727007
1720.0,174,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001325165895669081
1720.0,175,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012620799197817505
1720.0,176,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0015687054368966626
1720.0,177,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013859676774959349
1720.0,178,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.00145924314232979
1720.0,179,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013932053744439552
1720.0,180,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001381101464654568
1720.0,181,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014728374558147126
1720.0,182,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001379836270676656
1720.0,183,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001388835497712377
1720.0,184,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014195795323189034
1720.0,185,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013878993842788595
1720.0,186,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014787579607262473
1720.0,187,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001434201078732785
1720.0,188,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013787219116088273
1720.0,189,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012127515081157927
1720.0,190,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0015276378877579287
1720.0,191,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0014526573518990663
1720.0,192,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001363797693773056
1146.6666666666667,193,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0020827527508237797
1146.6666666666667,194,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002106743559679206
1146.6666666666667,195,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002007522577840505
1146.6666666666667,196,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0022262959068351292
1146.6666666666667,197,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002091852224757243
1146.6666666666667,198,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0022015045620619833
1146.6666666666667,199,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002213127911656742
1146.6666666666667,200,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002041843138194075
1146.6666666666667,201,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002143043538197204
1146.6666666666667,202,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0020687129131209004
1146.6666666666667,203,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0020132790819578136
1146.6666666666667,204,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0021687962043005294
1146.6666666666667,205,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002174017870905105
1146.6666666666667,206,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0019877488435036212
1146.6666666666667,207,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001893119879672626
1146.6666666666667,208,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002353058155344994
1146.6666666666667,209,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002078951516243902
1146.6666666666667,210,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002188864713494685
1146.6666666666667,211,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002089808061665933
1146.6666666666667,212,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002071652196981852
1146.6666666666667,213,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002209256183722069
1146.6666666666667,214,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002069754406014984
1146.6666666666667,215,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0020832532465685657
1146.6666666666667,216,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002129369298478355
